,id,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
5027,21683,0.712023,31489287.97669787,90995236.48589474,Batman: Mystery of the Batwoman,Kevin Conroy|Tara Strong|HÃ©ctor Elizondo|Kyra Sedgwick|David Ogden Stiers,Curt Geda|Tim Maltby,74.0,Adventure|Fantasy|Animation|Action|Science Fiction,Warner Bros. Pictures|DC Comics,2003-10-21,48,6.4,2003
5028,10743,0.709596,31489287.97669787,90995236.48589474,Confidence,Edward Burns|Rachel Weisz|Morris Chestnut|Dustin Hoffman|Andy GarcÃ­a,James Foley,97.0,Action|Comedy|Thriller|Crime,Lionsgate,2003-04-25,68,6.3,2003
5029,10735,0.699833,31489287.97669787,90995236.48589474,What a Girl Wants,Amanda Bynes|Colin Firth|Kelly Preston|Jonathan Pryce|Oliver James,Dennie Gordon,105.0,Comedy|Drama|Family|Romance,DiNovi Pictures|Gerber Pictures|Gaylord Films|Warner Bros.|Sloane Square Films,2003-03-27,188,5.7,2003
5031,2055,0.6808029999999989,22000000.0,68296293.0,Open Range,Kevin Costner|Robert Duvall|Michael Gambon|Michael Jeter|Diego Luna,Kevin Costner,139.0,Western,Tig Productions|Touchstone Pictures|Beacon Pictures|Cobalt Media Group,2003-08-29,125,6.8,2003
5032,12090,0.648946,18000000.0,101564935.0,Just Married,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,Shawn Levy,95.0,Comedy,Twentieth Century Fox Film Corporation|Robert Simonds Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,2003-01-09,242,5.3,2003
5033,10934,0.640416,31489287.97669787,90995236.48589474,Under the Tuscan Sun,Diane Lane|Sandra Oh|Lindsay Duncan|Raoul Bova|Vincent Riotta,Audrey Wells,113.0,Comedy|Romance|Drama,Timnick Films|Blue Gardenia Productions|Touchstone Pictures|Tatiale Films,2003-04-30,96,6.4,2003
5034,7229,0.631739,27440000.0,90995236.48589474,Tais-toi !,GÃ©rard Depardieu|Jean Reno|Richard Berry|Leonor Varela|LoÃ¯c Brabant,Francis Veber,85.0,Comedy|Crime,DD Productions|Union GÃ©nÃ©rale CinÃ©matographique (UGC)|EFVE,2003-10-22,97,6.8,2003
5035,10708,0.630566,60000000.0,164433867.0,Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,92.0,Comedy|Family,Columbia Pictures|Revolution Studios|Davis Entertainment,2003-05-03,257,5.7,2003
5036,7270,0.6270600000000001,31489287.97669787,65565672.0,Matchstick Men,Nicolas Cage|Sam Rockwell|Alison Lohman|Bruce Altman|Bruce McGill,Ridley Scott,116.0,Comedy|Drama|Crime|Thriller,Scott Free Productions|Rickshaw Productions|Warner Bros.|LivePlanet|ImageMovers,2003-09-01,262,6.7,2003
5037,4464,0.62007,87000000.0,148336445.0,Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,141.0,Drama|History,Universal Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|DreamWorks Pictures|Touchstone Pictures,2003-07-22,109,6.4,2003
5038,2116,0.6015,50000000.0,55495563.0,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105.0,Thriller|Crime|Drama,Original Film|Monarch Pictures|Metro-Goldwyn-Mayer (MGM),2003-10-03,151,6.0,2003
5039,11351,0.598372999999999,17000000.0,63102666.0,Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,104.0,Horror|Thriller,United Artists|American Zoetrope|Myriad Pictures|Jeepers Creepers II,2003-08-08,123,5.4,2003
5040,18736,0.595052,17000000.0,55534455.0,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94.0,Comedy|Adventure|Family,Walt Disney Pictures,2003-04-25,158,5.8,2003
5041,6171,0.580909,68000000.0,75715436.0,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136.0,Drama|Horror|Science Fiction|Thriller,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Kasdan Pictures|WV Films II,2003-03-21,330,5.1,2003
5042,19325,0.579673,31489287.97669787,90995236.48589474,Bionicle: Mask of Light,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,David Molina|Terry Shakespeare,70.0,Action|Adventure|Animation|Family|Science Fiction,Miramax Films|Walt Disney Studios Home Entertainment,2003-09-15,22,5.9,2003
5043,10544,0.576539,31489287.97669787,6585516.0,Ned Kelly,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,Gregor Jordan,110.0,Action|Adventure|Drama|History,StudioCanal|The Australian Film Commission|Endymion Films|Australian Film Finance Corporation (AFFC)|Working Title Films,2003-03-22,60,5.8,2003
5044,11817,0.576335,52000000.0,90995236.48589474,Bulletproof Monk,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,Paul Hunter,104.0,Action|Comedy|Fantasy,Metro-Goldwyn-Mayer (MGM),2003-03-28,156,5.0,2003
5045,12279,0.571314,38000000.0,197011982.0,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84.0,Action|Adventure|Comedy|Family|Science Fiction,Dimension Films,2003-07-25,281,4.8,2003
5046,10720,0.563401,35000000.0,20298207.0,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101.0,Action|Comedy|Romance|Thriller,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Mediastream Dritte Film|Jinks/Cohen Company,2003-05-08,107,6.0,2003
5047,9616,0.556095,35000000.0,11560806.0,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102.0,Drama|Fantasy|Horror|Mystery|Romance,Twentieth Century Fox Film Corporation|N1 European Film Produktions GmbH & Co. KG|Baumgarten Merims Productions,2003-09-05,42,4.8,2003
5048,11775,0.5488529999999989,60000000.0,119940815.0,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100.0,Crime|Comedy|Romance,Imagine Entertainment|Universal Pictures|Mike Zoss Productions|Alphaville Productions,2003-09-02,201,5.7,2003
5049,10632,0.5434829999999989,55000000.0,34234008.0,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94.0,Drama|Action|Thriller|Crime,Lakeshore Entertainment|Alphaville Films,2003-03-11,90,5.8,2003
5050,11093,0.537976,16500000.0,16942795.0,House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,126.0,Drama,DreamWorks SKG|Cobalt Media Group|Bisgrove Entertainment,2003-12-19,76,6.5,2003
5051,15567,0.536597,31489287.97669787,90995236.48589474,Stitch! The Movie,Daveigh Chase|Chris Sanders|Tia Carrere|David Ogden Stiers|Kevin McDonald,Tony Craig|Roberts Gannaway,60.0,Animation|Comedy|Family,Walt Disney Television Animation,2003-08-26,70,6.2,2003
5052,9499,0.527492,31489287.97669787,12991996.0,Le Divorce,Kate Hudson|Naomi Watts|Melvil Poupaud|Catherine Samie|Leslie Caron,James Ivory,117.0,Comedy|Drama|Romance,Fox Searchlight,2003-08-08,17,5.2,2003
5053,18113,0.525418,31489287.97669787,90995236.48589474,National Lampoon Presents Dorm Daze,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,David Hillenbrand|Scott Hillenbrand,96.0,Comedy,National Lampoon Productions,2003-09-26,17,4.6,2003
5054,11547,0.505814,1500000.0,30553394.0,Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,93.0,Horror,Tonic Films|Down Home Entertainment|Cabin Pictures|Black Sky Entertainment|Deer Path Films,2003-08-15,142,5.3,2003
5055,11329,0.500124,60000000.0,80154140.0,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127.0,Drama|Thriller,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,2003-10-09,180,6.8,2003
5056,2577,0.49676000000000003,7500000.0,90995236.48589474,Code 46,Tim Robbins|Samantha Morton|Nabil Elouahabi|Om Puri|Emil Marwa,Michael Winterbottom,92.0,Drama|Romance|Science Fiction|Thriller,BBC Films,2003-09-02,52,5.9,2003
5057,30141,0.49424700000000005,31489287.97669787,90995236.48589474,The Singing Detective,Robert Downey Jr.|Robin Wright|Mel Gibson|Jeremy Northam|Katie Holmes,Keith Gordon,109.0,Comedy|Music|Mystery|Crime,Icon Productions|Haft Entertainment|Paramount Classics|Airborne Productions,2003-10-24,18,5.5,2003
5058,10628,0.49078599999999994,31489287.97669787,90995236.48589474,Kangaroo Jack,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,David McNally,89.0,Comedy|Adventure|Crime,Castle Rock Entertainment|Jerry Bruckheimer Films|Warner Bros. Pictures,2003-01-17,112,4.5,2003
5059,504,0.490565,8000000.0,60378584.0,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110.0,Crime|Drama,Newmarket Films,2003-11-16,216,6.8,2003
5060,10944,0.48170799999999997,12000000.0,23.0,In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119.0,Thriller|Mystery,Pathe Productions|Red Turtle,2003-09-09,36,4.7,2003
5061,10943,0.47718,31489287.97669787,90995236.48589474,The Gathering,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,Brian Gilbert,92.0,Horror|Thriller,Granada Film Productions|Isle of Man Film|Isle of Man Film Commission|Samuelson Productions,2003-02-23,14,5.0,2003
5062,10678,0.476487,20000000.0,132675402.0,Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105.0,Comedy,Hyde Park Films|Touchstone Pictures,2003-03-07,85,5.3,2003
5063,10922,0.47124499999999997,30000000.0,90995236.48589474,The Human Stain,Anthony Hopkins|Nicole Kidman|Ed Harris|Gary Sinise|Wentworth Miller,Robert Benton,106.0,Drama|Thriller|Romance,Miramax Films|Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Stone Village Pictures|Cinepsilon,2003-10-29,55,6.2,2003
5064,8046,0.470814,54000000.0,7266209.0,Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,121.0,Drama,City Light Films|Revolution Studios|Casey Silver Productions,2003-08-01,48,3.8,2003
5065,16072,0.46951800000000005,56000000.0,12923936.0,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214.0,Drama|History|War,Turner Pictures|Antietam Filmworks,2003-02-21,23,5.8,2003
5066,25988,0.467438,31489287.97669787,90995236.48589474,The Sleeping Dictionary,Jessica Alba|Hugh Dancy|Brenda Blethyn|Christopher Ling Lee Ian|Emily Mortimer,Guy Jenkin,109.0,Drama|Romance,Fine Line Features,2003-01-31,20,6.1,2003
5067,13537,0.462609,6000000.0,2.0,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94.0,Drama|History,Lions Gate Films|Cruise/Wagner Productions|Baumgarten Merims Productions,2003-11-14,46,6.4,2003
5068,10152,0.46067299999999994,19000000.0,39267515.0,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,85.0,Comedy,New Line Cinema,2003-06-13,110,4.2,2003
5069,3635,0.45791800000000005,31489287.97669787,31466789.0,Girl with a Pearl Earring,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,Peter Webber,101.0,Drama|Romance,Wild Bear Films|Archer Street Productions|Delux Productions,2003-08-31,197,6.3,2003
5070,11078,0.457107,31489287.97669787,50097949.0,National Security,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,88.0,Action|Comedy|Crime|Thriller,Columbia Pictures,2003-01-17,133,5.6,2003
5072,4613,0.454926,31489287.97669787,90995236.48589474,Scorched,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|David Krumholtz,Gavin Grazer,95.0,Comedy|Crime,Code Entertainment|Eclipse Catering,2003-05-17,16,4.8,2003
5073,13573,0.448434,31489287.97669787,343816.0,The United States of Leland,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,Matthew Ryan Hoge,108.0,Crime|Drama,MDP Filmproduktion,2003-01-18,43,6.4,2003
5074,13411,0.44652200000000003,31489287.97669787,90995236.48589474,Malibu's Most Wanted,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood,John Whitesell,86.0,Comedy|Crime,Warner Bros. Pictures|Karz Entertainment|Big Ticket Productions,2003-04-10,34,4.7,2003
5075,14926,0.439958,20000000.0,37095657.0,Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,92.0,Comedy,GreeneStreet Films|Metro-Goldwyn-Mayer (MGM),2003-08-15,108,6.2,2003
5076,1415,0.438475,5000000.0,742898.0,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98.0,Comedy|Drama|Crime,ContentFilm,2003-09-05,25,5.6,2003
5077,9839,0.43362,35000000.0,90995236.48589474,Beyond Borders,Angelina Jolie|Clive Owen|Teri Polo|Linus Roache|Noah Emmerich,Martin Campbell,127.0,Drama|Romance|Adventure|War,Mandalay Pictures|CP Medien AG|Camelot Pictures|Networxx - Film Management|Mel's Cite du Cinema,2003-10-23,61,6.6,2003
5078,11615,0.431188,50000000.0,38955598.0,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130.0,Drama|Thriller|Crime,Universal Pictures|Intermedia Films|Saturn Films,2003-02-21,246,7.2,2003
5079,10739,0.427767,31489287.97669787,90995236.48589474,Anything Else,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,Woody Allen,108.0,Comedy|Romance,DreamWorks SKG|Granada Film Productions|Perdido Prod.|Canal+,2003-08-27,70,6.1,2003
5080,1807,0.42697700000000005,3000000.0,10012022.0,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81.0,Drama|Crime,HBO Films|Fearmakers Studios,2003-05-18,186,7.1,2003
5081,883,0.42271099999999995,31489287.97669787,7897645.0,Coffee and Cigarettes,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,Jim Jarmusch,96.0,Comedy|Drama,Smokescreen Inc.,2003-09-05,100,6.8,2003
5082,11059,0.422393,7000000.0,13818181.0,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90.0,Horror|Action|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Mindfire Entertainment,2003-04-11,35,3.4,2003
5083,1088,0.421807,8000000.0,41400000.0,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101.0,Drama|Family,South Pacific Pictures,2003-01-30,46,6.7,2003
5084,11019,0.41381599999999996,31489287.97669787,90995236.48589474,Deep Blue,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,Andy Byatt|Alastair Fothergill,83.0,Documentary,BBC Worldwide|BBC Natural History|Greenlight Media AG,2003-05-18,11,4.9,2003
5085,10511,0.413383,31489287.97669787,90995236.48589474,In America,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou,Jim Sheridan,105.0,Drama|Romance,Hell's Kitchen Films|East of Harlem (UK) Ltd|Irish Film Industry,2003-10-31,44,6.3,2003
5086,25935,0.431875,31489287.97669787,90995236.48589474,The Reckoning,Paul Bettany|Willem Dafoe|Tom Hardy|Brian Cox|Luke de Woolfson,Paul McGuigan,112.0,Crime|Drama|Mystery,"Renaissance Films|Kanzaman, M.D.A. Films S.L.",2003-08-06,10,7.2,2003
5087,2662,0.407552,7000000.0,16829545.0,House of 1000 Corpses,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,Rob Zombie,89.0,Horror,Universal Pictures|Spectacle Entertainment Group,2003-04-11,140,5.8,2003
5088,9582,0.403468,20000000.0,17432163.0,A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,101.0,Comedy|Romance,Metro-Goldwyn-Mayer (MGM)|David Ladd Films,2003-01-17,46,5.3,2003
5089,12542,0.39266599999999996,14000000.0,90995236.48589474,Belly of the Beast,Steven Seagal|Byron Mann|Monica Lo|Tom Wu|Sara Malakul Lane,Ching Siu-Tung,91.0,Action|Thriller,GFT Entertainment|Century Time (H.K.) Ltd.|GFT Beast Films Inc.,2003-12-30,17,4.7,2003
5090,13920,0.388875,32000000.0,52277485.0,Radio,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,Mike Tollin,109.0,Drama,Revolution Studios|Tollin/Robbins Productions,2003-10-24,75,7.1,2003
5091,237,0.383686,6400000.0,2500000.0,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93.0,Drama|Thriller|Crime|Romance,Recorded Picture Company (RPC),2003-09-26,16,5.9,2003
5092,12767,0.383316,31489287.97669787,21384035.0,Cold Creek Manor,Dennis Quaid|Sharon Stone|Stephen Dorff|Juliette Lewis|Kristen Stewart,Mike Figgis,118.0,Drama|Thriller,Touchstone Pictures,2003-09-19,54,5.3,2003
5095,1550,0.379915,300000.0,90995236.48589474,Pieces of April,Katie Holmes|Derek Luke|Patricia Clarkson|Oliver Platt|Alison Pill,Peter Hedges,81.0,Comedy|Drama,Kalkaska Productions|IFC Productions,2003-01-19,28,6.3,2003
5097,11375,0.36744,75000000.0,51142659.0,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116.0,Action|Adventure|Comedy|Thriller,Columbia Pictures|Revolution Studios,2003-06-09,76,4.8,2003
5098,302,0.366218,7800000.0,22441323.0,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,102.0,Thriller|Crime,France 2 CinÃ©ma|Canal Plus|FidÃ©litÃ© Productions|Gimages|FOZ,2003-05-18,68,6.2,2003
5099,9776,0.36247399999999996,31489287.97669787,90995236.48589474,Head of State,Chris Rock|Bernie Mac|Dylan Baker|Nick Searcy|Lynn Whitfield,Chris Rock,95.0,Comedy,DreamWorks SKG|3 Arts Entertainment,2003-01-01,35,5.4,2003
5100,10133,0.361703,7500000.0,90995236.48589474,Cypher,Jeremy Northam|Lucy Liu|Nigel Bennett|Timothy Webber|David Hewlett,Vincenzo Natali,95.0,Thriller|Science Fiction|Mystery,Miramax Films|Pandora Cinema,2003-01-18,84,6.6,2003
5101,13370,0.360105,6000000.0,18750246.0,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,91.0,Comedy|Music,Castle Rock Entertainment,2003-04-16,33,6.5,2003
5102,32293,0.35994299999999996,31489287.97669787,90995236.48589474,The Cheetah Girls,Raven-SymonÃ©|Adrienne Bailon|Kiely Williams|Sabrina Bryan|Lynn Whitfield,Oz Scott,100.0,Comedy|Drama|Family|Music|TV Movie,Disney Channel|BrownHouse Productions,2003-08-15,49,4.6,2003
5103,13156,0.355981,31489287.97669787,90995236.48589474,Secondhand Lions,Michael Caine|Robert Duvall|Haley Joel Osment|Kyra Sedgwick|Mitchel Musso,Tim McCanlies,111.0,Comedy|Drama|Family,New Line Cinema,2003-09-19,182,6.6,2003
5104,35114,0.355754,1500000.0,90995236.48589474,Destino,Jennifer Esposito|Dora Luz,Dominique Monfery,7.0,Animation,Walt Disney Pictures|Walt Disney Animation Studios,2003-08-05,14,5.6,2003
5105,13691,0.749526,31489287.97669787,90995236.48589474,Piglet's Big Movie,John Fiedler|Jim Cummings|Andre Stojka|Kath Soucie|Nikita Hopkins,Francis Glebas,75.0,Animation|Family,Walt Disney Pictures,2003-03-16,40,6.0,2003
5106,15708,0.35167800000000005,850000.0,819939.0,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,107.0,Drama|Comedy|Romance,TLA Releasing,2003-07-10,26,6.4,2003
5107,2056,0.35029299999999997,500000.0,8679814.0,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,88.0,Drama|Comedy,Next Wednesday Productions|SenArt Films,2003-01-26,107,7.4,2003
5108,21542,0.346839,31489287.97669787,90995236.48589474,Love Don't Cost a Thing,Nick Cannon|Christina Milian|Steve Harvey|Vanessa Bell Calloway|Nichole Galicia,Troy Beyer,105.0,Comedy|Drama|Family|Romance,Warner Bros. Pictures|Alcon Entertainment|CRML Production,2003-12-12,19,5.7,2003
5109,22309,0.346215,15000000.0,30238577.0,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,122.0,Comedy|Music|Romance,Paramount Pictures,2003-09-17,22,5.3,2003
5110,33932,0.34226799999999996,31489287.97669787,90995236.48589474,Shortcut to Happiness,Anthony Hopkins|Alec Baldwin|Jennifer Love Hewitt|Ken Murton|Dan Aykroyd,Alec Baldwin,106.0,Fantasy|Drama|Comedy|Science Fiction,Yari Film Group,2003-02-19,16,5.1,2003
5111,16941,0.33970900000000004,5000000.0,4856298.0,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105.0,Romance|Action|Comedy|Crime|Mystery,UK Film Council|Portman Film|Irish Film Board|Parallel Film Productions|Brown Sauce Film Productions,2003-08-29,21,5.5,2003
5112,10727,0.573472,31489287.97669787,90995236.48589474,Darkness Falls,Chaney Kley|Emma Caulfield|Lee Cormie|Grant Piro|Sullivan Stapleton,Jonathan Liebesman,86.0,Thriller|Horror,Village Roadshow Pictures|Revolution Studios|Distant Corners Entertainment Group Inc.|Blue Star Productions|Morningstar Films,2003-01-24,57,5.4,2003
5113,10578,0.335925,31489287.97669787,90995236.48589474,Dracula II: Ascension,Stephen Billington|Craig Sheffer|Jason Scott Lee|Jason London|Diane Neal,Patrick Lussier,85.0,Horror,Dimension Films,2003-06-07,16,4.4,2003
5114,31096,0.33377399999999996,31489287.97669787,90995236.48589474,Batman: Dead End,Andrew Koenig|Clark Bartram|Kurt Carley|Dragon Dronet|Jake McKinnon,Sandy Collora,8.0,Action|Crime,NBV Productions,2003-01-01,11,5.9,2003
5115,5146,0.331948,31489287.97669787,20440627.0,The In-Laws,Michael Douglas|Albert Brooks|Ryan Reynolds|Candice Bergen|Lindsay Sloane,Andrew Fleming,98.0,Action|Comedy,Warner Bros. Pictures|Franchise Pictures,2003-05-23,29,5.5,2003
5116,17403,0.331169,31489287.97669787,90995236.48589474,How to Deal,Mandy Moore|Trent Ford|Allison Janney|Alexandra Holden|Dylan Baker,Clare Kilner,99.0,Drama|Comedy|Romance,Golden Mean|Focus Features|Radar Pictures,2003-07-18,26,5.3,2003
5117,33005,0.330848,31489287.97669787,90995236.48589474,Mimic: Sentinel,Karl Geary|Alexis Dziena|Keith Robinson|Lance Henriksen|Amanda Plummer,J.T. Petty,77.0,Horror|Science Fiction|Thriller,Neo Art & Logic|Dimension Films,2003-04-14,11,5.2,2003
5118,22502,0.32710300000000003,31489287.97669787,90995236.48589474,Les Enfants de la Pluie,FrÃ©dÃ©ric Cerdal|Marjolaine Poulain|Fily Keita|Benjamin Pascal,Philippe Leclerc,90.0,Animation|Adventure,MK2 Production,2003-06-25,10,7.6,2003
5121,24019,0.3216,60000000.0,90995236.48589474,Angels in America,Al Pacino|Meryl Streep|Patrick Wilson|Mary-Louise Parker|Emma Thompson,Mike Nichols,352.0,Drama|Fantasy,Avenue Pictures Productions|Panorama Films|HBO Films,2003-12-07,31,6.1,2003
5122,10105,0.317456,780000.0,90995236.48589474,Saints and Soldiers,Larry Bagby|Alexander Polinsky|Kirby Heyborne|Corbin Allred|Ethan Vincent,Ryan Little,90.0,Action|Adventure|Drama|History|War,Excel Entertainment,2003-09-11,46,6.7,2003
5123,19766,0.315387,80000000.0,90995236.48589474,Inspector Gadget 2,French Stewart|Elaine Hendrix|Tony Martin|Caitlin Wachs|Mark Mitchell,Alex Zamm,89.0,Action|Adventure|Comedy|Family,Walt Disney Pictures,2003-03-11,55,4.3,2003
5124,10929,0.30925199999999997,22000000.0,90995236.48589474,Willard,Crispin Glover|R. Lee Ermey|Laura Harring|Jackie Burroughs|Ashlyn Gere,Glen Morgan,100.0,Horror,New Line Cinema|Hard Eight Pictures,2003-03-14,30,5.3,2003
5126,30074,0.297658,31489287.97669787,90995236.48589474,Scooby-Doo! And the Legend of the Vampire,Casey Kasem|Frank Welker|Frank Welker|Nicole Jaffe|Heather North,Scott Jeralds,72.0,Animation|Comedy|Family,Warner Bros.,2003-03-04,16,5.8,2003
5127,41488,0.292143,31489287.97669787,90995236.48589474,The Statement,Michael Caine|Tilda Swinton|Jeremy Northam|Alan Bates|Charlotte Rampling,Norman Jewison,120.0,Drama|Thriller,Sony Pictures Classics|BBC Films|Serendipity Point Films|TÃ©lÃ©film Canada|Odessa Films,2003-12-12,10,5.5,2003
5128,8696,0.28941500000000003,10000000.0,96542059.0,Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,Nigel Cole,108.0,Comedy,Harbour Pictures|Touchstone Pictures,2003-09-02,46,6.5,2003
5129,11427,0.288118,31489287.97669787,90995236.48589474,Dead End,Ray Wise|Lin Shaye|Mick Cain|Alexandra Holden|Billy Asher,Jean-Baptiste Andrea|Fabrice Canepa,85.0,Mystery|Horror|Thriller,Sagittaire Films|Captain Movies,2003-01-30,49,6.5,2003
5130,14527,0.28486100000000003,8256269.0,460978.0,Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,William Phillips,97.0,Action,Alliance Atlantis Communications|TÃ©lÃ©film Canada|The Harold Greenberg Fund|Canadian Film or Video Production Tax Credit (CPTC)|Movie Central Network,2003-10-03,18,6.4,2003
5131,20,0.28249,31489287.97669787,9726954.0,My Life Without Me,Sarah Polley|Amanda Plummer|Scott Speedman|Leonor Watling|Deborah Harry,Isabel Coixet,106.0,Drama|Romance,El Deseo|Milestone Productions,2003-03-07,44,6.7,2003
